1987,1,1,5.55555555555556,0,0,-1.42897395428074,-1.15897729747331,12.7,0.377832
1987,1,2,8.33333333333333,-1.66666666666667,0.762,-5.05632925176223,-1.6776248236508,17.78,0.368836
1987,1,3,8.88888888888889,1.66666666666667,0,-8.26912965810297,0.91561280723667,40.64,0.386828
1987,1,4,6.11111111111111,-2.22222222222222,42.926,-5.98907775682889,-3.75221492836079,5.08,0.386828
1987,1,5,2.22222222222222,-5,18.288,-11.067375173303,-3.75221492836079,0,0.386828
1987,1,6,-0.555555555555556,-8.88888888888889,2.54,-10.4455428365919,-6.34545255924827,2.54,0.386828
1987,1,7,-3.33333333333333,-7.22222222222222,7.112,-10.3419041138067,-5.82680503307078,2.54,0.386828
1987,1,8,-1.11111111111111,-9.44444444444444,1.778,-13.865620688503,-5.30815750689328,0,0.377832
1987,1,9,2.22222222222222,-9.44444444444444,0,-17.4929759859844,-4.78950998071579,0,0.377832
1987,1,10,7.22222222222222,-7.22222222222222,0,-15.7311176986363,-2.7149198760058,0,0.377832
1987,1,11,11.1111111111111,-2.22222222222222,0,-10.1346266682363,-0.121682245118321,2.54,0.377832
1987,1,12,14.4444444444444,0.555555555555556,0,-7.12910370746593,4.02749796430165,0,0.368836
1987,1,13,13.8888888888889,-2.77777777777778,0,-3.91630330112519,0.396965281059179,0,0.368836
1987,1,14,5,-5.55555555555556,0,-15.4202015302807,0.396965281059179,0,0.368836
1987,1,15,4.44444444444444,-10.5555555555556,0,-15.9383951442067,-2.1962723498283,0,0.368836
1987,1,16,-7.22222222222222,-14.4444444444444,0.508,-18.2184470454807,-9.45733771631325,0,0.35984
1987,1,17,-2.77777777777778,-11.1111111111111,0,-23.5040219075252,-0.640329771295813,0,0.35984
1987,1,18,5.55555555555556,-4.44444444444444,0,-17.0784210948437,0.396965281059179,0,0.35984
1987,1,19,5.55555555555556,-5.55555555555556,0,-11.8964849555844,-4.27086245453829,0,0.35984
1987,1,20,2.22222222222222,-7.22222222222222,0,-12.3110398467252,-1.6776248236508,0,0.350844
1987,1,21,5.55555555555556,-5.55555555555556,0,-14.1765368568585,0.396965281059179,2.54,0.350844
